Transaction_ID,Cashier_ID,Date_Time,Store_Location,Product,Brand,Quantity,Price_Per_Unit,Total_Price,Payment_Method,Membership_ID
507,CASH_638,2024-09-11 03:00:45,Villach,Eingelegte Gurken,Brand D,2,2.83,5.66,Mobile Payment,
508,CASH_389,2024-07-27 19:13:52,Innsbruck,Eingelegte Gurken,Brand B,7,1.26,8.82,Mobile Payment,
509,CASH_187,2024-09-13 21:41:29,Wien,Eingelegte Gurken,Brand B,6,4.58,27.48,Cash,M_7935
510,CASH_440,2024-07-13 17:03:03,Innsbruck,Eingelegte Gurken,Brand C,10,9.7,97.0,Credit Card,
511,CASH_672,,Wien,Eingelegte Oliven,Brand B,5,5.44,27.2,Mobile Payment,M_3161
512,CASH_420,2024-08-25 04:16:07,Wien,Eingelegte Melanzani,Brand D,5,9.34,46.7,Mobile Payment,M_5312
513,CASH_268,2024-08-03 16:20:27,Klagenfurt,Eingelegte Oliven,Brand D,3,9.31,27.93,Debit Card,
514,CASH_822,2024-07-05 15:16:10,Bregenz,Eingelegte Gurken,Brand A,8,,,Mobile Payment,M_8949
515,CASH_308,2024-07-19 03:22:05,Linz,Eingelegte Melanzani,Brand B,9,6.07,54.63,Cash,M_1067
516,CASH_610,2024-08-23 02:15:49,Salzburg,Eingelegte Gurken,Brand A,5,7.13,35.65,Debit Card,M_2737
517,CASH_775,2024-07-11 14:53:45,Bregenz,Eingelegte Gurken,Brand C,10,3.96,39.6,Credit Card,M_8423
518,CASH_149,2024-09-11 04:13:55,Linz,Eingelegte Gurken,Brand A,2,6.42,12.84,Credit Card,M_3916
519,CASH_313,2024-08-21 02:01:54,Graz,Eingelegte Gurken,Brand D,5,9.59,47.95,Cash,
520,CASH_467,,Salzburg,Eingelegte Gurken,Brand B,8,4.49,35.92,Mobile Payment,M_7931
521,CASH_745,2024-08-17 19:11:27,Villach,Eingelegte Melanzani,Brand A,9,5.17,46.53,Cash,M_3540
522,CASH_579,2024-09-21 16:05:18,Villach,Eingelegte Melanzani,Brand D,5,2.15,10.75,Mobile Payment,M_9570
523,,2024-09-09 02:58:02,Salzburg,Eingelegte Oliven,Brand D,7,,,Mobile Payment,M_2339
524,CASH_286,2024-09-23 14:11:50,Villach,Eingelegte Melanzani,Brand A,7,3.68,25.76,Debit Card,M_8371
525,CASH_864,2024-07-24 06:11:05,St. Pölten,Eingelegte Gurken,Brand A,7,1.05,7.35,Credit Card,
526,,2024-08-21 21:47:38,Bregenz,Eingelegte Gurken,Brand C,7,1.79,12.53,Cash,
527,CASH_764,2024-07-25 00:13:30,Graz,Eingelegte Oliven,Brand B,7,8.72,61.04,Cash,
528,CASH_256,2024-08-24 00:07:10,Bregenz,Eingelegte Gurken,Brand D,1,6.27,6.27,Cash,
529,CASH_967,2024-08-12 00:06:40,Villach,Eingelegte Gurken,Brand D,10,5.99,59.9,Mobile Payment,
530,CASH_988,2024-09-17 21:57:52,Bregenz,Eingelegte Melanzani,Brand A,9,,,Mobile Payment,M_5388
531,CASH_761,2024-08-30 03:31:39,Klagenfurt,Eingelegte Gurken,Brand D,1,7.54,7.54,Debit Card,M_4802
532,CASH_973,2024-09-26 10:58:38,Bregenz,Eingelegte Melanzani,Brand C,7,8.5,59.5,Mobile Payment,M_3654
533,CASH_277,2024-07-12 21:30:08,Innsbruck,Eingelegte Melanzani,Brand D,2,9.49,18.98,Debit Card,M_4431
534,CASH_262,2024-08-15 08:22:43,Graz,Eingelegte Oliven,Brand A,2,2.03,4.06,Cash,
535,CASH_888,2024-08-13 11:49:02,Eisenstadt,Eingelegte Gurken,Brand B,9,1.94,17.46,Credit Card,M_8173
536,CASH_724,2024-07-15 03:50:39,Salzburg,Eingelegte Oliven,Brand A,9,6.67,60.03,Cash,M_3572
537,,2024-09-03 15:46:55,Graz,Eingelegte Oliven,Brand C,6,2.11,12.66,Cash,M_7811
538,CASH_275,2024-08-30 10:18:32,Salzburg,Eingelegte Gurken,Brand C,7,6.98,48.86,Cash,M_9677
539,CASH_569,2024-08-24 13:58:26,Eisenstadt,Eingelegte Oliven,Brand C,1,7.93,7.93,Credit Card,
540,CASH_877,2024-07-22 13:03:25,Wien,Eingelegte Oliven,Brand B,10,,,Mobile Payment,M_5986
541,CASH_640,2024-08-14 00:52:17,St. Pölten,Eingelegte Melanzani,Brand D,8,8.99,71.92,Debit Card,M_7627
542,CASH_499,,Graz,Eingelegte Oliven,Brand C,4,,,Mobile Payment,M_3621
543,CASH_952,2024-09-08 18:16:15,Linz,Eingelegte Oliven,Brand D,9,1.54,13.86,Mobile Payment,
544,CASH_686,2024-09-22 03:28:19,Wien,Eingelegte Gurken,Brand C,4,9.9,39.6,Cash,M_5661
545,CASH_486,2024-09-12 21:08:45,Eisenstadt,Eingelegte Oliven,Brand B,2,6.24,12.48,Mobile Payment,M_3401
546,CASH_233,2024-07-11 02:03:27,Bregenz,Eingelegte Melanzani,Brand D,2,5.74,11.48,Debit Card,M_9172
547,CASH_943,2024-09-27 15:46:26,Graz,Eingelegte Melanzani,Brand B,8,2.16,17.28,Credit Card,M_8461
548,CASH_716,2024-09-10 11:58:07,Villach,Eingelegte Melanzani,Brand A,6,1.36,8.16,Cash,
549,CASH_246,2024-08-07 15:01:50,Graz,Eingelegte Oliven,Brand D,1,3.75,3.75,Mobile Payment,
550,CASH_991,2024-07-16 17:22:04,Wien,Eingelegte Gurken,Brand D,10,5.07,50.7,Mobile Payment,M_8786
551,,2024-07-17 04:32:40,Bregenz,Eingelegte Oliven,Brand D,3,3.93,11.79,Debit Card,M_7478
552,CASH_761,2024-09-24 14:47:17,Salzburg,Eingelegte Melanzani,Brand A,10,7.94,79.4,Mobile Payment,M_3028
553,CASH_154,2024-09-18 17:36:48,St. Pölten,Eingelegte Oliven,Brand B,8,1.17,9.36,Cash,M_5504
554,CASH_926,2024-09-29 18:28:05,Eisenstadt,Eingelegte Oliven,Brand C,7,5.42,37.94,Credit Card,M_3957
555,CASH_217,2024-08-10 12:16:05,Salzburg,Eingelegte Oliven,Brand B,5,3.3,16.5,Credit Card,
556,CASH_127,2024-07-08 19:20:11,Wien,Eingelegte Gurken,Brand D,2,4.72,9.44,Mobile Payment,
557,CASH_711,2024-07-07 06:15:48,St. Pölten,Eingelegte Melanzani,Brand D,9,4.47,40.23,Credit Card,
558,CASH_748,2024-07-09 15:01:26,Innsbruck,Eingelegte Melanzani,Brand C,9,7.08,63.72,Cash,M_3057
559,CASH_901,2024-07-11 20:32:13,Graz,Eingelegte Gurken,Brand B,4,4.81,19.24,Debit Card,
560,CASH_100,2024-09-18 09:41:10,Wien,Eingelegte Gurken,Brand C,10,7.12,71.2,Mobile Payment,M_4485
561,CASH_676,2024-07-06 05:47:34,Salzburg,Eingelegte Gurken,Brand A,7,8.47,59.29,Mobile Payment,M_4454
562,CASH_367,2024-08-10 21:21:40,Bregenz,Eingelegte Gurken,Brand B,6,5.14,30.84,Mobile Payment,
563,CASH_109,2024-07-01 19:30:00,Graz,Eingelegte Gurken,Brand D,7,8.09,56.63,Credit Card,M_8293
564,CASH_281,2024-08-18 19:22:24,Wien,Eingelegte Melanzani,Brand D,6,5.0,30.0,Cash,M_5606
565,CASH_740,2024-07-25 02:52:39,Linz,Eingelegte Oliven,Brand B,4,9.71,38.84,Credit Card,
566,CASH_753,,Villach,Eingelegte Melanzani,Brand C,10,2.53,25.3,Cash,M_3875
567,CASH_683,,Innsbruck,Eingelegte Oliven,Brand C,4,1.21,4.84,Mobile Payment,M_8437
568,CASH_430,2024-09-25 20:03:54,Villach,Eingelegte Gurken,Brand C,2,5.2,10.4,Mobile Payment,M_1712
569,CASH_423,2024-08-05 13:34:28,Wien,Eingelegte Gurken,Brand B,6,,,Credit Card,M_4696
570,CASH_437,2024-07-10 07:12:10,Linz,Eingelegte Melanzani,Brand A,1,8.27,8.27,Mobile Payment,M_5049
571,CASH_632,2024-08-13 01:52:21,Innsbruck,Eingelegte Melanzani,Brand D,2,6.21,12.42,Credit Card,M_1546
572,CASH_163,2024-09-27 02:50:08,Bregenz,Eingelegte Melanzani,Brand C,10,1.59,15.9,Credit Card,M_5831
573,CASH_713,2024-09-18 13:14:55,St. Pölten,Eingelegte Melanzani,Brand D,7,4.85,33.95,Credit Card,M_1425
574,CASH_709,2024-07-25 03:06:00,Salzburg,Eingelegte Oliven,Brand B,10,5.58,55.8,Mobile Payment,M_8284
575,CASH_698,2024-07-06 01:08:19,Villach,Eingelegte Oliven,Brand C,5,5.87,29.35,Cash,
576,CASH_773,2024-08-17 00:33:37,Graz,Eingelegte Melanzani,Brand B,9,6.04,54.36,Credit Card,M_4201
577,CASH_783,2024-07-26 02:21:12,Bregenz,Eingelegte Oliven,Brand D,10,8.67,86.7,Mobile Payment,M_7859
578,CASH_103,2024-07-06 15:14:58,Innsbruck,Eingelegte Oliven,Brand B,8,3.15,25.2,Mobile Payment,M_7158
579,CASH_466,,Wien,Eingelegte Oliven,Brand A,3,2.75,8.25,Mobile Payment,
580,CASH_836,2024-07-23 07:56:16,Graz,Eingelegte Gurken,Brand B,3,2.58,7.74,Mobile Payment,M_1343
581,CASH_315,2024-09-22 03:21:59,Linz,Eingelegte Gurken,Brand B,6,6.95,41.7,Debit Card,M_2071
582,CASH_487,2024-07-17 06:12:34,Klagenfurt,Eingelegte Gurken,Brand D,4,7.87,31.48,Cash,M_5819
583,CASH_993,2024-07-07 20:50:17,Graz,Eingelegte Oliven,Brand D,4,8.06,32.24,Credit Card,
584,CASH_575,2024-09-04 11:31:33,Graz,Eingelegte Gurken,Brand C,9,7.44,66.96,Debit Card,M_7569
585,CASH_307,2024-09-22 01:13:14,Bregenz,Eingelegte Melanzani,Brand D,4,9.0,36.0,Cash,M_7129
586,CASH_460,2024-07-11 09:28:33,Innsbruck,Eingelegte Oliven,Brand A,8,4.03,32.24,Debit Card,M_7700
587,CASH_552,,Innsbruck,Eingelegte Gurken,Brand A,6,3.65,21.9,Credit Card,M_4731
588,,2024-07-05 17:12:21,Klagenfurt,Eingelegte Gurken,Brand C,5,6.44,32.2,Cash,M_9898
589,CASH_901,2024-08-08 09:52:22,Villach,Eingelegte Gurken,Brand A,8,9.9,79.2,Cash,M_4728
590,CASH_904,2024-08-30 07:33:37,Eisenstadt,Eingelegte Gurken,Brand D,6,3.82,22.92,Cash,M_7843
591,CASH_691,2024-09-10 00:23:08,Graz,Eingelegte Gurken,Brand A,8,8.51,68.08,Mobile Payment,
592,CASH_701,2024-09-27 17:19:20,Wien,Eingelegte Oliven,Brand A,3,9.57,28.71,Mobile Payment,M_7404
593,CASH_292,2024-08-20 02:34:24,Bregenz,Eingelegte Melanzani,Brand C,10,6.75,67.5,Mobile Payment,
594,CASH_127,2024-07-05 22:38:31,Graz,Eingelegte Melanzani,Brand A,7,3.1,21.7,Credit Card,M_7039
595,CASH_232,2024-08-22 12:10:07,Eisenstadt,Eingelegte Gurken,Brand D,2,9.13,18.26,Cash,
596,CASH_718,2024-09-29 21:30:10,St. Pölten,Eingelegte Gurken,Brand B,9,5.13,46.17,Cash,
597,CASH_638,2024-08-21 19:51:15,Klagenfurt,Eingelegte Oliven,Brand D,8,1.35,10.8,Credit Card,
598,CASH_500,2024-09-28 22:50:19,St. Pölten,Eingelegte Melanzani,Brand D,4,6.56,26.24,Debit Card,M_4005
599,CASH_991,2024-09-28 01:15:56,Graz,Eingelegte Gurken,Brand C,2,7.5,15.0,Cash,M_7738
600,CASH_616,2024-08-17 02:48:06,Klagenfurt,Eingelegte Gurken,Brand D,3,5.55,16.65,Debit Card,
601,CASH_508,2024-08-29 12:21:47,Innsbruck,Eingelegte Gurken,Brand A,1,7.38,7.38,Cash,M_8606
602,CASH_548,2024-09-09 21:15:45,Graz,Eingelegte Gurken,Brand C,3,1.16,3.48,Credit Card,
603,CASH_111,2024-07-22 02:42:48,Linz,Eingelegte Melanzani,Brand D,6,7.43,44.58,Cash,M_1782
604,CASH_205,2024-09-21 21:45:42,Villach,Eingelegte Oliven,Brand C,8,,,Credit Card,
605,CASH_304,2024-08-01 11:58:15,Salzburg,Eingelegte Melanzani,Brand D,1,4.03,4.03,Cash,M_2035
606,CASH_145,2024-09-24 05:46:10,Villach,Eingelegte Oliven,Brand A,6,6.64,39.84,Cash,M_7472
607,CASH_277,2024-07-28 03:22:20,Wien,Eingelegte Gurken,Brand C,1,5.13,5.13,Credit Card,M_5562
608,CASH_885,,St. Pölten,Eingelegte Gurken,Brand A,9,9.3,83.7,Cash,
609,CASH_889,2024-09-19 22:24:43,Graz,Eingelegte Gurken,Brand B,6,7.0,42.0,Credit Card,M_8354
610,CASH_113,2024-07-30 16:37:45,Innsbruck,Eingelegte Melanzani,Brand A,5,4.86,24.3,Cash,M_1981
611,CASH_757,2024-07-26 04:24:13,Wien,Eingelegte Melanzani,Brand D,6,3.86,23.16,Credit Card,M_7797
612,CASH_439,2024-07-04 07:54:46,Klagenfurt,Eingelegte Melanzani,Brand B,9,,,Cash,M_4644
613,CASH_106,,Salzburg,Eingelegte Gurken,Brand A,4,,,Cash,M_3057
614,CASH_536,2024-07-27 07:32:05,Bregenz,Eingelegte Gurken,Brand B,4,2.59,10.36,Cash,M_8344
615,CASH_486,,Graz,Eingelegte Gurken,Brand D,7,7.61,53.27,Cash,M_8897
616,CASH_256,,Eisenstadt,Eingelegte Oliven,Brand B,5,3.75,18.75,Mobile Payment,M_8878
617,CASH_294,2024-08-30 06:09:58,Wien,Eingelegte Melanzani,Brand C,8,4.74,37.92,Debit Card,M_7113
618,CASH_139,2024-09-14 02:26:56,Salzburg,Eingelegte Gurken,Brand B,4,9.61,38.44,Mobile Payment,M_9005
619,CASH_534,2024-07-08 20:24:59,Innsbruck,Eingelegte Melanzani,Brand D,1,4.25,4.25,Credit Card,M_3422
620,CASH_716,2024-09-26 04:16:15,St. Pölten,Eingelegte Oliven,Brand B,1,1.83,1.83,Debit Card,M_2316
621,CASH_358,2024-08-24 05:53:27,Linz,Eingelegte Oliven,Brand D,10,4.7,47.0,Credit Card,
622,CASH_866,2024-07-19 08:47:13,Villach,Eingelegte Oliven,Brand C,1,8.35,8.35,Credit Card,
623,CASH_541,2024-08-23 20:18:46,Graz,Eingelegte Melanzani,Brand C,3,2.78,8.34,Cash,M_2806
624,CASH_287,,Innsbruck,Eingelegte Gurken,Brand D,8,6.62,52.96,Cash,
625,CASH_340,,Bregenz,Eingelegte Gurken,Brand A,1,,,Credit Card,M_1685
626,CASH_879,2024-07-01 12:38:33,Linz,Eingelegte Gurken,Brand D,6,4.03,24.18,Mobile Payment,M_4925
627,CASH_994,2024-08-18 19:03:22,Klagenfurt,Eingelegte Melanzani,Brand A,8,4.62,36.96,Cash,
628,,2024-09-28 07:23:28,Bregenz,Eingelegte Oliven,Brand D,4,,,Mobile Payment,
629,CASH_721,2024-08-11 21:28:14,Bregenz,Eingelegte Gurken,Brand A,6,9.38,56.28,Debit Card,M_2645
630,CASH_632,2024-07-25 22:09:55,St. Pölten,Eingelegte Oliven,Brand A,3,1.78,5.34,Debit Card,
631,CASH_316,2024-09-23 17:15:15,Graz,Eingelegte Oliven,Brand A,2,7.44,14.88,Cash,M_6349
632,CASH_587,2024-07-29 23:16:42,Salzburg,Eingelegte Oliven,Brand B,9,5.43,48.87,Mobile Payment,M_2059
633,CASH_675,2024-08-18 20:41:50,Villach,Eingelegte Melanzani,Brand B,5,1.79,8.95,Credit Card,M_4082
634,CASH_489,2024-08-17 04:54:20,St. Pölten,Eingelegte Oliven,Brand A,5,,,Cash,M_7941
635,CASH_716,2024-09-25 04:33:42,St. Pölten,Eingelegte Melanzani,Brand A,7,,,Debit Card,M_5863
636,CASH_249,2024-08-28 04:38:18,Wien,Eingelegte Oliven,Brand C,5,7.2,36.0,Mobile Payment,M_8836
637,CASH_929,2024-08-07 22:24:03,Klagenfurt,Eingelegte Melanzani,Brand B,4,1.47,5.88,Cash,M_7419
638,CASH_445,2024-07-21 00:35:25,Villach,Eingelegte Oliven,Brand D,6,4.52,27.12,Mobile Payment,
639,CASH_431,2024-09-09 12:06:08,St. Pölten,Eingelegte Melanzani,Brand C,8,6.19,49.52,Debit Card,M_5769
640,CASH_470,2024-07-26 23:41:00,St. Pölten,Eingelegte Melanzani,Brand B,7,4.84,33.88,Cash,M_2573
641,CASH_446,2024-07-07 03:32:41,St. Pölten,Eingelegte Gurken,Brand B,7,2.07,14.49,Debit Card,M_3826
642,CASH_896,,Bregenz,Eingelegte Oliven,Brand D,5,5.01,25.05,Credit Card,
643,CASH_700,2024-09-24 16:14:01,St. Pölten,Eingelegte Oliven,Brand D,5,1.85,9.25,Cash,M_8105
644,CASH_982,2024-08-11 02:45:58,Eisenstadt,Eingelegte Melanzani,Brand D,1,8.36,8.36,Debit Card,
645,CASH_312,2024-09-22 03:48:48,Salzburg,Eingelegte Melanzani,Brand B,1,8.2,8.2,Credit Card,
646,,2024-07-12 17:16:54,Wien,Eingelegte Melanzani,Brand A,9,9.7,87.3,Cash,M_1001
647,CASH_555,2024-09-05 09:42:34,Graz,Eingelegte Oliven,Brand D,6,9.87,59.22,Mobile Payment,M_9365
648,CASH_245,2024-07-06 07:02:12,Linz,Eingelegte Melanzani,Brand B,10,6.33,63.3,Mobile Payment,
649,CASH_267,2024-08-02 08:24:41,Villach,Eingelegte Gurken,Brand A,5,9.46,47.3,Cash,M_2156
650,CASH_831,,Klagenfurt,Eingelegte Oliven,Brand B,7,3.85,26.95,Debit Card,M_5055
651,CASH_167,2024-07-15 21:35:26,Klagenfurt,Eingelegte Oliven,Brand A,6,8.0,48.0,Cash,M_4698
652,CASH_226,2024-07-29 12:06:50,Graz,Eingelegte Oliven,Brand C,10,5.41,54.1,Mobile Payment,M_5620
653,CASH_498,2024-07-07 05:20:48,Graz,Eingelegte Gurken,Brand D,8,3.33,26.64,Cash,M_3337
654,CASH_824,2024-07-07 23:40:23,Innsbruck,Eingelegte Oliven,Brand D,8,9.88,79.04,Debit Card,M_5519
655,CASH_189,2024-07-30 09:40:54,Linz,Eingelegte Gurken,Brand C,2,1.69,3.38,Cash,M_3705
656,CASH_927,2024-08-06 17:59:31,Wien,Eingelegte Gurken,Brand B,8,7.17,57.36,Credit Card,M_4115
657,CASH_453,2024-08-24 22:34:47,Innsbruck,Eingelegte Oliven,Brand A,10,2.52,25.2,Cash,
658,CASH_488,2024-08-15 01:27:31,Graz,Eingelegte Gurken,Brand A,6,3.25,19.5,Credit Card,
659,CASH_503,2024-07-01 23:40:36,Innsbruck,Eingelegte Gurken,Brand A,8,8.64,69.12,Credit Card,M_8542
660,CASH_290,,Villach,Eingelegte Gurken,Brand A,2,2.78,5.56,Cash,M_8985
661,CASH_483,2024-08-02 07:30:25,Linz,Eingelegte Gurken,Brand D,3,3.43,10.29,Debit Card,M_8198
662,CASH_991,2024-08-25 00:22:56,Innsbruck,Eingelegte Melanzani,Brand B,5,,,Debit Card,M_6426
663,CASH_221,2024-07-26 15:42:17,Villach,Eingelegte Gurken,Brand D,3,7.88,23.64,Debit Card,M_7370
664,CASH_612,2024-07-03 04:09:22,Wien,Eingelegte Oliven,Brand B,1,4.08,4.08,Credit Card,M_5742
665,CASH_846,2024-08-24 07:39:09,Eisenstadt,Eingelegte Melanzani,Brand B,5,8.78,43.9,Cash,M_8031
666,CASH_725,2024-07-14 22:46:32,Graz,Eingelegte Melanzani,Brand B,4,4.61,18.44,Mobile Payment,M_3395
667,CASH_637,2024-07-12 01:24:26,Linz,Eingelegte Oliven,Brand B,4,5.31,21.24,Debit Card,M_5985
668,CASH_427,2024-08-14 22:26:15,Wien,Eingelegte Melanzani,Brand A,1,,,Mobile Payment,
669,CASH_603,2024-07-13 13:11:16,Klagenfurt,Eingelegte Gurken,Brand C,2,,,Credit Card,M_3134
670,CASH_641,2024-08-16 23:49:37,St. Pölten,Eingelegte Gurken,Brand B,5,4.46,22.3,Credit Card,
671,CASH_297,2024-09-14 20:52:12,Bregenz,Eingelegte Melanzani,Brand A,9,3.71,33.39,Debit Card,M_4309
672,CASH_828,2024-07-17 06:26:35,Linz,Eingelegte Oliven,Brand C,6,7.46,44.76,Debit Card,
673,CASH_380,2024-09-03 00:10:38,Graz,Eingelegte Gurken,Brand A,10,,,Cash,M_7512
674,CASH_868,2024-09-04 02:10:28,Eisenstadt,Eingelegte Gurken,Brand D,7,2.86,20.02,Credit Card,
675,CASH_837,,Eisenstadt,Eingelegte Gurken,Brand C,4,3.42,13.68,Credit Card,
676,CASH_384,2024-07-06 20:09:56,Graz,Eingelegte Gurken,Brand A,4,2.89,11.56,Credit Card,
677,CASH_662,2024-08-17 10:05:45,Linz,Eingelegte Oliven,Brand B,7,3.65,25.55,Credit Card,M_1170
678,CASH_650,2024-08-05 05:16:01,St. Pölten,Eingelegte Melanzani,Brand D,5,6.71,33.55,Cash,M_4614
679,CASH_337,2024-09-19 12:09:28,Villach,Eingelegte Gurken,Brand B,8,,,Cash,M_3885
680,CASH_417,2024-07-24 20:18:01,Graz,Eingelegte Melanzani,Brand D,10,2.29,22.9,Debit Card,
681,CASH_844,2024-07-13 23:33:08,Wien,Eingelegte Oliven,Brand A,7,1.99,13.93,Credit Card,M_1716
682,CASH_113,2024-08-04 04:40:38,Wien,Eingelegte Melanzani,Brand C,2,5.32,10.64,Debit Card,M_6036
683,,2024-07-08 17:44:17,Eisenstadt,Eingelegte Melanzani,Brand A,1,3.67,3.67,Debit Card,
684,CASH_771,2024-08-24 12:09:22,Linz,Eingelegte Melanzani,Brand D,2,9.92,19.84,Cash,
685,CASH_186,2024-09-17 10:07:23,Wien,Eingelegte Oliven,Brand B,3,4.01,12.03,Cash,M_3461
686,CASH_206,2024-09-18 09:22:56,Linz,Eingelegte Gurken,Brand C,5,7.4,37.0,Credit Card,M_3435
687,CASH_915,2024-07-19 12:28:46,Bregenz,Eingelegte Melanzani,Brand A,10,7.54,75.4,Cash,
688,CASH_534,2024-08-19 11:20:31,Bregenz,Eingelegte Oliven,Brand D,10,4.0,40.0,Cash,M_9144
689,CASH_694,2024-09-07 07:24:05,Villach,Eingelegte Oliven,Brand B,2,1.03,2.06,Credit Card,M_8764
690,CASH_969,2024-07-08 11:23:54,Graz,Eingelegte Gurken,Brand D,3,5.96,17.88,Debit Card,
691,CASH_246,,Villach,Eingelegte Oliven,Brand A,7,7.31,51.17,Credit Card,M_3591
692,CASH_682,2024-07-11 07:04:00,Villach,Eingelegte Melanzani,Brand B,8,7.73,61.84,Mobile Payment,M_6526
693,CASH_161,2024-07-02 09:07:09,Wien,Eingelegte Oliven,Brand B,9,4.57,41.13,Debit Card,M_8443
694,CASH_332,2024-09-12 16:19:45,Villach,Eingelegte Melanzani,Brand C,2,9.8,19.6,Cash,M_7560
695,CASH_961,2024-07-24 23:35:38,Salzburg,Eingelegte Oliven,Brand D,8,6.78,54.24,Debit Card,
696,CASH_179,2024-07-25 08:06:06,Klagenfurt,Eingelegte Oliven,Brand C,1,2.46,2.46,Credit Card,
697,CASH_753,2024-08-09 06:35:12,Wien,Eingelegte Melanzani,Brand C,2,6.08,12.16,Debit Card,
698,CASH_507,2024-07-02 11:48:18,Eisenstadt,Eingelegte Melanzani,Brand C,7,9.76,68.32,Credit Card,M_9250
699,CASH_491,2024-07-20 00:37:50,Bregenz,Eingelegte Oliven,Brand A,5,7.14,35.7,Credit Card,M_2528
700,CASH_887,,Graz,Eingelegte Oliven,Brand C,8,4.05,32.4,Mobile Payment,M_8059
701,CASH_725,2024-09-26 12:15:13,St. Pölten,Eingelegte Melanzani,Brand B,10,5.48,54.8,Credit Card,
702,CASH_421,2024-07-12 15:06:29,Graz,Eingelegte Gurken,Brand B,2,4.27,8.54,Credit Card,
703,CASH_552,2024-08-30 08:48:56,Graz,Eingelegte Melanzani,Brand D,1,3.58,3.58,Debit Card,M_3113
704,CASH_798,2024-09-18 10:23:05,Villach,Eingelegte Oliven,Brand D,5,9.92,49.6,Credit Card,M_1934
705,CASH_207,2024-09-10 00:09:54,Linz,Eingelegte Gurken,Brand B,10,1.66,16.6,Debit Card,M_2531
706,CASH_284,2024-09-07 14:06:05,Salzburg,Eingelegte Gurken,Brand D,4,1.58,6.32,Mobile Payment,M_8967
707,CASH_658,2024-07-15 08:29:02,Graz,Eingelegte Gurken,Brand B,4,1.28,5.12,Debit Card,
708,CASH_988,2024-08-30 06:03:13,Wien,Eingelegte Oliven,Brand D,5,2.58,12.9,Cash,
709,CASH_785,2024-08-27 13:33:13,Linz,Eingelegte Melanzani,Brand A,2,4.86,9.72,Mobile Payment,
710,CASH_264,2024-08-30 17:44:50,Villach,Eingelegte Gurken,Brand D,1,9.04,9.04,Cash,
711,CASH_860,2024-08-11 21:52:46,Klagenfurt,Eingelegte Melanzani,Brand B,8,5.5,44.0,Mobile Payment,
712,CASH_952,2024-09-05 23:00:28,Graz,Eingelegte Oliven,Brand D,10,,,Cash,M_4074
713,CASH_456,2024-07-22 19:24:13,Innsbruck,Eingelegte Melanzani,Brand A,6,1.15,6.9,Mobile Payment,M_3043
714,CASH_460,2024-08-28 13:26:22,Eisenstadt,Eingelegte Gurken,Brand C,2,5.13,10.26,Mobile Payment,
715,,,Villach,Eingelegte Oliven,Brand C,10,9.15,91.5,Credit Card,M_2700
716,CASH_869,2024-08-22 03:31:47,St. Pölten,Eingelegte Oliven,Brand A,8,8.25,66.0,Mobile Payment,M_4471
717,CASH_580,2024-08-18 03:12:54,Salzburg,Eingelegte Gurken,Brand D,7,6.8,47.6,Debit Card,
718,CASH_370,2024-08-06 08:56:42,Linz,Eingelegte Gurken,Brand B,1,4.73,4.73,Credit Card,
719,CASH_443,2024-09-05 23:38:20,Graz,Eingelegte Oliven,Brand D,4,4.52,18.08,Debit Card,M_8030
720,CASH_629,2024-07-23 12:57:20,Graz,Eingelegte Gurken,Brand B,2,2.14,4.28,Credit Card,M_7422
721,CASH_308,2024-08-03 17:10:20,Salzburg,Eingelegte Melanzani,Brand A,7,,,Cash,
722,CASH_860,2024-07-11 18:24:01,Graz,Eingelegte Gurken,Brand C,3,9.08,27.24,Mobile Payment,
723,CASH_381,2024-08-18 08:42:03,Salzburg,Eingelegte Melanzani,Brand A,10,2.0,20.0,Credit Card,
724,CASH_470,2024-07-12 02:31:54,Innsbruck,Eingelegte Gurken,Brand A,8,4.72,37.76,Debit Card,M_2250
725,CASH_927,2024-08-10 20:58:28,Graz,Eingelegte Melanzani,Brand C,1,6.94,6.94,Credit Card,
726,CASH_262,2024-09-17 19:34:00,Eisenstadt,Eingelegte Oliven,Brand C,2,1.27,2.54,Credit Card,M_3496
727,CASH_325,2024-07-28 00:20:08,Salzburg,Eingelegte Oliven,Brand B,5,2.79,13.95,Credit Card,M_5822
728,CASH_297,2024-08-25 16:25:59,Linz,Eingelegte Melanzani,Brand B,5,1.93,9.65,Mobile Payment,
729,CASH_865,2024-08-25 14:27:38,Linz,Eingelegte Gurken,Brand A,10,2.8,28.0,Mobile Payment,M_2052
730,CASH_400,2024-09-04 08:37:26,St. Pölten,Eingelegte Oliven,Brand C,7,,,Cash,M_8035
731,CASH_480,2024-07-10 06:42:23,Graz,Eingelegte Gurken,Brand A,1,1.1,1.1,Mobile Payment,
732,CASH_390,2024-07-30 17:04:24,St. Pölten,Eingelegte Melanzani,Brand B,2,7.45,14.9,Credit Card,M_7909
733,,2024-08-10 06:12:03,Bregenz,Eingelegte Gurken,Brand A,5,2.12,10.6,Cash,M_7272
734,CASH_689,,Wien,Eingelegte Gurken,Brand C,3,4.63,13.89,Credit Card,M_1266
735,CASH_424,2024-08-23 23:19:17,Klagenfurt,Eingelegte Gurken,Brand A,9,5.44,48.96,Credit Card,M_8447
736,CASH_129,,Innsbruck,Eingelegte Melanzani,Brand A,3,3.91,11.73,Debit Card,
