Transaction_ID,Customer_ID,Date_Time,Store_Location,Product,Brand,Quantity,Price_Per_Unit,Total_Price,Payment_Method
TXN_228,CUST_297,2023-09-09 09:02:00,Store_D,Pickled Cucumbers,Brand_A,1,2.94,2.94,Cash
TXN_229,CUST_289,2023-09-12 19:45:00,Store_C,Pickled Cucumbers,Brand_B,3,1.98,5.9399999999999995,Mobile Payment
TXN_230,CUST_150,2023-09-01 12:07:00,Store_B,Pickled Cucumbers,Brand_B,3,2.32,6.959999999999999,Credit Card
TXN_231,CUST_134,2023-09-27 15:01:00,Store_D,Cucumber,Brand_B,5,1.07,5.3500000000000005,Mobile Payment
TXN_232,CUST_250,2023-09-07 14:06:00,Store_A,Cucumber,Brand_A,5,1.43,7.1499999999999995,Credit Card
TXN_233,CUST_64,2023-09-26 10:37:00,Store_D,Cucumber,Brand_A,1,1.28,1.28,Mobile Payment
TXN_234,CUST_294,2023-09-24 10:24:00,Store_A,Cucumber,Brand_A,4,1.4,5.6,Mobile Payment
TXN_235,CUST_55,2023-09-04 15:57:00,Store_B,Pickled Cucumbers,Brand_A,3,2.38,7.14,Cash
TXN_236,CUST_58,2023-09-09 19:26:00,Store_C,Pickled Cucumbers,Brand_B,2,1.95,3.9,Credit Card
TXN_237,CUST_18,2023-09-11 17:59:00,Store_D,Cucumber,Brand_A,1,1.48,1.48,Credit Card
TXN_238,CUST_233,2023-09-16 15:42:00,Store_C,Pickled Cucumbers,Brand_A,5,2.12,10.600000000000001,Cash
TXN_239,CUST_279,2023-09-22 10:26:00,Store_C,Pickled Cucumbers,Brand_B,3,1.89,5.67,Mobile Payment
TXN_240,CUST_166,2023-09-17 13:37:00,Store_D,Cucumber,Brand_A,5,1.38,6.8999999999999995,Cash
TXN_241,CUST_220,2023-09-27 13:17:00,Store_D,Pickled Cucumbers,Brand_C,4,1.69,6.76,Credit Card
TXN_242,CUST_280,2023-09-10 20:00:00,Store_A,Pickled Cucumbers,Brand_C,2,1.74,3.48,Credit Card
TXN_243,CUST_184,2023-09-08 18:51:00,Store_D,Cucumber,Brand_C,2,1.14,2.28,Mobile Payment
TXN_244,CUST_133,2023-09-17 08:10:00,Store_B,Pickled Cucumbers,Brand_A,5,2.4,12.0,Cash
TXN_245,CUST_149,2023-09-01 17:18:00,Store_C,Cucumber,Brand_A,5,1.47,7.35,Mobile Payment
TXN_246,CUST_142,2023-09-18 13:05:00,Store_A,Pickled Cucumbers,Brand_C,4,1.64,6.56,Mobile Payment
TXN_247,CUST_160,2023-09-10 10:44:00,Store_A,Pickled Cucumbers,Brand_A,3,2.82,8.459999999999999,Mobile Payment
TXN_248,CUST_153,2023-09-03 16:54:00,Store_A,Cucumber,Brand_C,5,0.82,4.1,Mobile Payment
TXN_249,CUST_32,2023-09-30 17:41:00,Store_A,Pickled Cucumbers,Brand_C,1,2.17,2.17,Credit Card
TXN_250,CUST_63,2023-09-22 20:32:00,Store_D,Pickled Cucumbers,Brand_B,5,1.91,9.549999999999999,Mobile Payment
TXN_251,CUST_286,2023-09-08 11:31:00,Store_A,Cucumber,Brand_A,1,1.38,1.38,Credit Card
TXN_252,CUST_259,2023-09-01 11:04:00,Store_D,Pickled Cucumbers,Brand_A,1,2.11,2.11,Cash
TXN_253,CUST_265,2023-09-30 19:59:00,Store_C,Cucumber,Brand_B,4,1.14,4.56,Cash
TXN_254,CUST_36,2023-09-24 16:09:00,Store_C,Pickled Cucumbers,Brand_A,3,2.83,8.49,Mobile Payment
TXN_255,CUST_219,2023-09-29 11:39:00,Store_B,Cucumber,Brand_A,5,1.45,7.25,Credit Card
TXN_256,CUST_205,2023-09-02 15:30:00,Store_D,Cucumber,Brand_A,4,1.32,5.28,Mobile Payment
TXN_257,CUST_35,2023-09-09 09:07:00,Store_C,Cucumber,Brand_C,4,1.1,4.4,Credit Card
TXN_258,CUST_62,2023-09-10 16:13:00,Store_C,Cucumber,Brand_B,2,0.92,1.84,Mobile Payment
TXN_259,CUST_195,2023-09-07 12:17:00,Store_D,Pickled Cucumbers,Brand_A,3,2.04,6.12,Mobile Payment
TXN_260,CUST_174,2023-09-26 17:55:00,Store_D,Pickled Cucumbers,Brand_A,5,2.96,14.8,Mobile Payment
TXN_261,CUST_29,2023-09-27 10:30:00,Store_C,Pickled Cucumbers,Brand_B,1,1.95,1.95,Mobile Payment
TXN_262,CUST_100,2023-09-28 08:50:00,Store_D,Cucumber,Brand_C,4,0.98,3.92,Credit Card
TXN_263,CUST_236,2023-09-01 20:03:00,Store_A,Cucumber,Brand_A,2,1.49,2.98,Cash
TXN_264,CUST_281,2023-09-01 18:51:00,Store_A,Pickled Cucumbers,Brand_A,1,2.65,2.65,Credit Card
TXN_265,CUST_190,2023-09-17 11:12:00,Store_B,Pickled Cucumbers,Brand_B,2,2.33,4.66,Mobile Payment
TXN_266,CUST_185,2023-09-14 11:07:00,Store_C,Pickled Cucumbers,Brand_B,1,2.27,2.27,Cash
TXN_267,CUST_181,2023-09-28 20:13:00,Store_A,Pickled Cucumbers,Brand_B,4,2.21,8.84,Credit Card
TXN_268,CUST_207,2023-09-30 18:02:00,Store_C,Cucumber,Brand_B,2,1.04,2.08,Credit Card
TXN_269,CUST_41,2023-09-06 16:14:00,Store_A,Cucumber,Brand_A,2,1.19,2.38,Credit Card
TXN_270,CUST_253,2023-09-26 19:55:00,Store_C,Pickled Cucumbers,Brand_A,2,2.63,5.26,Credit Card
TXN_271,CUST_103,2023-09-25 09:54:00,Store_D,Cucumber,Brand_B,2,1.17,2.34,Credit Card
TXN_272,CUST_78,2023-09-30 20:17:00,Store_A,Cucumber,Brand_B,2,0.91,1.82,Credit Card
TXN_273,CUST_103,2023-09-04 17:16:00,Store_A,Pickled Cucumbers,Brand_B,1,2.38,2.38,Cash
TXN_274,CUST_94,2023-09-12 16:32:00,Store_B,Cucumber,Brand_C,5,0.95,4.75,Cash
TXN_275,CUST_132,2023-09-22 14:05:00,Store_D,Pickled Cucumbers,Brand_A,4,2.14,8.56,Mobile Payment
TXN_276,CUST_208,2023-09-05 19:49:00,Store_B,Cucumber,Brand_A,1,1.34,1.34,Credit Card
TXN_277,CUST_224,2023-09-21 08:11:00,Store_C,Cucumber,Brand_B,5,1.16,5.8,Mobile Payment
TXN_278,CUST_11,2023-09-22 17:53:00,Store_B,Cucumber,Brand_B,1,1.18,1.18,Cash
TXN_279,CUST_155,2023-09-01 18:25:00,Store_D,Pickled Cucumbers,Brand_B,5,2.3,11.5,Cash
TXN_280,CUST_11,2023-09-18 10:42:00,Store_B,Cucumber,Brand_B,1,1.0,1.0,Credit Card
TXN_281,CUST_66,2023-09-29 10:06:00,Store_B,Pickled Cucumbers,Brand_B,5,1.93,9.65,Credit Card
TXN_282,CUST_34,2023-09-19 14:13:00,Store_D,Cucumber,Brand_A,2,1.02,2.04,Mobile Payment
TXN_283,CUST_208,2023-09-28 08:54:00,Store_D,Cucumber,Brand_A,1,1.28,1.28,Mobile Payment
TXN_284,CUST_264,2023-09-03 09:41:00,Store_C,Pickled Cucumbers,Brand_A,4,2.43,9.72,Credit Card
TXN_285,CUST_239,2023-09-23 13:18:00,Store_C,Cucumber,Brand_A,2,1.44,2.88,Cash
TXN_286,CUST_213,2023-09-16 20:33:00,Store_B,Pickled Cucumbers,Brand_A,2,2.23,4.46,Mobile Payment
TXN_287,CUST_138,2023-09-22 11:10:00,Store_D,Cucumber,Brand_A,1,1.28,1.28,Cash
TXN_288,CUST_129,2023-09-19 15:22:00,Store_A,Pickled Cucumbers,Brand_A,1,2.63,2.63,Credit Card
TXN_289,CUST_283,2023-09-11 18:33:00,Store_B,Pickled Cucumbers,Brand_A,1,2.58,2.58,Cash
TXN_290,CUST_300,2023-09-21 20:09:00,Store_D,Cucumber,Brand_A,2,1.35,2.7,Cash
TXN_291,CUST_270,2023-09-29 11:40:00,Store_B,Pickled Cucumbers,Brand_A,5,2.5,12.5,Credit Card
TXN_292,CUST_81,2023-09-28 14:33:00,Store_D,Cucumber,Brand_A,3,1.31,3.93,Mobile Payment
TXN_293,CUST_296,2023-09-21 08:11:00,Store_B,Pickled Cucumbers,Brand_B,1,2.14,2.14,Mobile Payment
TXN_294,CUST_298,2023-09-08 15:21:00,Store_C,Pickled Cucumbers,Brand_A,3,2.8,8.399999999999999,Credit Card
TXN_295,CUST_47,2023-09-20 17:49:00,Store_A,Pickled Cucumbers,Brand_A,2,2.23,4.46,Mobile Payment
TXN_296,CUST_180,2023-09-14 17:09:00,Store_D,Cucumber,Brand_A,2,1.46,2.92,Mobile Payment
TXN_297,CUST_234,2023-09-16 14:19:00,Store_C,Pickled Cucumbers,Brand_B,3,2.33,6.99,Mobile Payment
TXN_298,CUST_97,2023-09-21 18:36:00,Store_B,Pickled Cucumbers,Brand_A,4,2.62,10.48,Cash
TXN_299,CUST_252,2023-09-21 16:45:00,Store_B,Pickled Cucumbers,Brand_B,4,2.19,8.76,Mobile Payment
TXN_300,CUST_7,2023-09-16 18:33:00,Store_D,Cucumber,Brand_A,1,1.15,1.15,Cash
TXN_301,CUST_164,2023-09-12 12:38:00,Store_B,Cucumber,Brand_A,3,1.31,3.93,Cash
TXN_302,CUST_182,2023-09-01 19:58:00,Store_C,Pickled Cucumbers,Brand_A,4,2.76,11.04,Credit Card
TXN_303,CUST_35,2023-09-17 12:34:00,Store_B,Pickled Cucumbers,Brand_A,2,2.66,5.32,Mobile Payment
TXN_304,CUST_113,2023-09-24 08:47:00,Store_A,Cucumber,Brand_B,4,1.0,4.0,Cash
TXN_305,CUST_63,2023-09-17 13:03:00,Store_A,Pickled Cucumbers,Brand_B,4,2.28,9.12,Cash
TXN_306,CUST_50,2023-09-25 17:19:00,Store_C,Cucumber,Brand_C,2,0.85,1.7,Mobile Payment
TXN_307,CUST_71,2023-09-23 11:30:00,Store_D,Pickled Cucumbers,Brand_A,1,2.29,2.29,Mobile Payment
TXN_308,CUST_271,2023-09-05 19:20:00,Store_B,Pickled Cucumbers,Brand_A,3,2.86,8.58,Mobile Payment
TXN_309,CUST_34,2023-09-25 20:10:00,Store_C,Pickled Cucumbers,Brand_B,3,1.85,5.550000000000001,Mobile Payment
TXN_310,CUST_85,2023-09-16 10:00:00,Store_C,Pickled Cucumbers,Brand_A,5,2.46,12.3,Mobile Payment
TXN_311,CUST_121,2023-09-14 18:13:00,Store_B,Cucumber,Brand_A,2,1.27,2.54,Mobile Payment
TXN_312,CUST_113,2023-09-12 18:53:00,Store_D,Pickled Cucumbers,Brand_A,3,2.31,6.93,Cash
TXN_313,CUST_104,2023-09-22 17:34:00,Store_B,Pickled Cucumbers,Brand_A,3,2.43,7.290000000000001,Cash
TXN_314,CUST_211,2023-09-23 11:54:00,Store_A,Pickled Cucumbers,Brand_C,5,2.07,10.35,Mobile Payment
TXN_315,CUST_53,2023-09-02 11:50:00,Store_A,Cucumber,Brand_B,4,1.06,4.24,Credit Card
TXN_316,CUST_8,2023-09-17 15:01:00,Store_C,Pickled Cucumbers,Brand_B,2,2.39,4.78,Cash
TXN_317,CUST_138,2023-09-09 11:58:00,Store_C,Pickled Cucumbers,Brand_A,1,2.0,2.0,Credit Card
TXN_318,CUST_298,2023-09-28 11:07:00,Store_C,Cucumber,Brand_A,5,1.01,5.05,Credit Card
TXN_319,CUST_225,2023-09-04 16:45:00,Store_C,Cucumber,Brand_A,5,1.32,6.6000000000000005,Cash
TXN_320,CUST_63,2023-09-08 10:20:00,Store_B,Pickled Cucumbers,Brand_A,3,2.36,7.08,Credit Card
TXN_321,CUST_82,2023-09-07 17:35:00,Store_B,Pickled Cucumbers,Brand_A,2,2.82,5.64,Cash
TXN_322,CUST_47,2023-09-05 10:38:00,Store_C,Pickled Cucumbers,Brand_B,1,1.98,1.98,Credit Card
TXN_323,CUST_219,2023-09-04 18:20:00,Store_A,Pickled Cucumbers,Brand_B,2,2.15,4.3,Credit Card
TXN_324,CUST_93,2023-09-04 13:49:00,Store_C,Pickled Cucumbers,Brand_A,1,2.97,2.97,Cash
TXN_325,CUST_277,2023-09-30 17:22:00,Store_A,Cucumber,Brand_C,4,0.85,3.4,Mobile Payment
TXN_326,CUST_70,2023-09-21 11:23:00,Store_C,Cucumber,Brand_B,4,1.32,5.28,Cash
TXN_327,CUST_158,2023-09-24 15:20:00,Store_A,Cucumber,Brand_A,3,1.1,3.3000000000000003,Credit Card
TXN_328,CUST_166,2023-09-05 20:24:00,Store_A,Pickled Cucumbers,Brand_B,5,1.83,9.15,Credit Card
TXN_329,CUST_150,2023-09-08 19:10:00,Store_C,Pickled Cucumbers,Brand_A,4,2.45,9.8,Credit Card
TXN_330,CUST_292,2023-09-09 20:22:00,Store_B,Pickled Cucumbers,Brand_A,4,2.16,8.64,Credit Card
TXN_331,CUST_226,2023-09-21 08:25:00,Store_B,Pickled Cucumbers,Brand_A,4,2.97,11.88,Mobile Payment
TXN_332,CUST_131,2023-09-13 15:20:00,Store_C,Pickled Cucumbers,Brand_B,2,2.29,4.58,Credit Card
TXN_333,CUST_224,2023-09-01 16:36:00,Store_D,Cucumber,Brand_A,3,1.26,3.7800000000000002,Mobile Payment
TXN_334,CUST_128,2023-09-20 08:38:00,Store_A,Cucumber,Brand_A,3,1.33,3.99,Cash
TXN_335,CUST_207,2023-09-04 11:57:00,Store_B,Cucumber,Brand_A,5,1.42,7.1,Cash
TXN_336,CUST_254,2023-09-28 17:38:00,Store_D,Pickled Cucumbers,Brand_A,1,2.82,2.82,Cash
TXN_337,CUST_269,2023-09-16 14:21:00,Store_A,Cucumber,Brand_B,5,1.05,5.25,Cash
TXN_338,CUST_264,2023-09-23 14:37:00,Store_A,Cucumber,Brand_B,1,0.92,0.92,Mobile Payment
TXN_339,CUST_38,2023-09-17 13:19:00,Store_A,Pickled Cucumbers,Brand_A,2,2.04,4.08,Credit Card
TXN_340,CUST_73,2023-09-23 08:21:00,Store_A,Pickled Cucumbers,Brand_A,3,2.57,7.709999999999999,Credit Card
TXN_341,CUST_163,2023-09-08 15:08:00,Store_D,Pickled Cucumbers,Brand_A,3,2.26,6.779999999999999,Cash
TXN_342,CUST_202,2023-09-11 09:26:00,Store_B,Cucumber,Brand_A,2,1.39,2.78,Cash
TXN_343,CUST_126,2023-09-08 18:36:00,Store_D,Pickled Cucumbers,Brand_A,3,2.96,8.879999999999999,Mobile Payment
TXN_344,CUST_268,2023-09-08 09:21:00,Store_B,Pickled Cucumbers,Brand_A,1,2.42,2.42,Mobile Payment
TXN_345,CUST_116,2023-09-22 10:39:00,Store_B,Cucumber,Brand_A,2,1.07,2.14,Mobile Payment
TXN_346,CUST_220,2023-09-22 17:56:00,Store_B,Pickled Cucumbers,Brand_B,5,2.17,10.85,Mobile Payment
TXN_347,CUST_266,2023-09-05 09:44:00,Store_B,Pickled Cucumbers,Brand_B,2,1.97,3.94,Mobile Payment
TXN_348,CUST_84,2023-09-08 17:13:00,Store_B,Pickled Cucumbers,Brand_A,1,2.75,2.75,Credit Card
TXN_349,CUST_244,2023-09-18 18:47:00,Store_C,Pickled Cucumbers,Brand_A,4,2.13,8.52,Credit Card
TXN_350,CUST_223,2023-09-01 12:35:00,Store_B,Pickled Cucumbers,Brand_B,2,2.04,4.08,Mobile Payment
TXN_351,CUST_33,2023-09-07 19:20:00,Store_B,Cucumber,Brand_A,2,1.26,2.52,Cash
TXN_352,CUST_269,2023-09-09 08:01:00,Store_A,Cucumber,Brand_B,3,1.26,3.7800000000000002,Mobile Payment
TXN_353,CUST_211,2023-09-21 10:00:00,Store_C,Cucumber,Brand_B,2,1.19,2.38,Mobile Payment
TXN_354,CUST_65,2023-09-27 10:05:00,Store_B,Pickled Cucumbers,Brand_A,3,2.46,7.38,Credit Card
TXN_355,CUST_236,2023-09-26 17:58:00,Store_B,Pickled Cucumbers,Brand_A,2,2.64,5.28,Mobile Payment
TXN_356,CUST_121,2023-09-30 19:19:00,Store_B,Pickled Cucumbers,Brand_B,3,1.83,5.49,Credit Card
TXN_357,CUST_263,2023-09-15 11:54:00,Store_B,Pickled Cucumbers,Brand_A,3,2.87,8.61,Cash
TXN_358,CUST_283,2023-09-20 13:52:00,Store_A,Pickled Cucumbers,Brand_A,2,2.1,4.2,Credit Card
TXN_359,CUST_257,2023-09-19 10:48:00,Store_C,Pickled Cucumbers,Brand_C,4,2.19,8.76,Mobile Payment
TXN_360,CUST_37,2023-09-16 18:07:00,Store_B,Pickled Cucumbers,Brand_A,5,2.95,14.75,Credit Card
TXN_361,CUST_8,2023-09-29 19:40:00,Store_A,Cucumber,Brand_A,5,1.09,5.45,Mobile Payment
TXN_362,CUST_136,2023-09-16 18:13:00,Store_D,Cucumber,Brand_B,4,0.93,3.72,Mobile Payment
TXN_363,CUST_38,2023-09-21 19:06:00,Store_C,Pickled Cucumbers,Brand_A,3,2.66,7.98,Cash
TXN_364,CUST_158,2023-09-08 12:10:00,Store_C,Pickled Cucumbers,Brand_A,3,2.58,7.74,Mobile Payment
TXN_365,CUST_176,2023-09-23 10:02:00,Store_A,Pickled Cucumbers,Brand_C,5,2.1,10.5,Mobile Payment
TXN_366,CUST_67,2023-09-04 18:33:00,Store_D,Pickled Cucumbers,Brand_A,2,2.66,5.32,Cash
TXN_367,CUST_134,2023-09-11 16:20:00,Store_C,Pickled Cucumbers,Brand_C,1,1.85,1.85,Cash
TXN_368,CUST_156,2023-09-01 08:25:00,Store_A,Cucumber,Brand_C,1,0.99,0.99,Cash
TXN_369,CUST_68,2023-09-17 15:40:00,Store_C,Pickled Cucumbers,Brand_A,4,2.34,9.36,Credit Card
TXN_370,CUST_282,2023-09-06 19:03:00,Store_D,Pickled Cucumbers,Brand_A,5,2.6,13.0,Mobile Payment
TXN_371,CUST_130,2023-09-01 18:31:00,Store_C,Pickled Cucumbers,Brand_A,4,2.96,11.84,Credit Card
TXN_372,CUST_146,2023-09-07 17:16:00,Store_B,Pickled Cucumbers,Brand_A,1,2.79,2.79,Mobile Payment
TXN_373,CUST_232,2023-09-22 14:29:00,Store_A,Pickled Cucumbers,Brand_A,3,2.6,7.800000000000001,Credit Card
TXN_374,CUST_273,2023-09-08 11:56:00,Store_A,Pickled Cucumbers,Brand_B,3,1.87,5.61,Cash
TXN_375,CUST_115,2023-09-27 16:23:00,Store_C,Cucumber,Brand_A,4,1.34,5.36,Credit Card
TXN_376,CUST_42,2023-09-29 10:51:00,Store_B,Cucumber,Brand_A,1,1.2,1.2,Cash
TXN_377,CUST_115,2023-09-08 16:21:00,Store_A,Cucumber,Brand_B,1,1.28,1.28,Cash
TXN_378,CUST_117,2023-09-23 20:00:00,Store_A,Pickled Cucumbers,Brand_A,2,2.59,5.18,Cash
TXN_379,CUST_203,2023-09-07 09:40:00,Store_C,Cucumber,Brand_B,3,1.3,3.9000000000000004,Credit Card
TXN_380,CUST_88,2023-09-26 13:28:00,Store_B,Cucumber,Brand_A,3,1.44,4.32,Cash
TXN_381,CUST_11,2023-09-09 14:23:00,Store_C,Cucumber,Brand_A,3,1.43,4.29,Mobile Payment
TXN_382,CUST_245,2023-09-05 18:41:00,Store_B,Cucumber,Brand_B,1,1.3,1.3,Cash
TXN_383,CUST_51,2023-09-16 10:55:00,Store_B,Pickled Cucumbers,Brand_B,5,2.42,12.1,Credit Card
TXN_384,CUST_39,2023-09-05 14:51:00,Store_D,Cucumber,Brand_B,1,1.25,1.25,Mobile Payment
TXN_385,CUST_84,2023-09-12 09:03:00,Store_A,Pickled Cucumbers,Brand_B,1,1.94,1.94,Mobile Payment
TXN_386,CUST_49,2023-09-17 16:10:00,Store_D,Pickled Cucumbers,Brand_B,5,2.42,12.1,Mobile Payment
TXN_387,CUST_204,2023-09-29 10:28:00,Store_D,Cucumber,Brand_A,5,1.06,5.300000000000001,Credit Card
TXN_388,CUST_253,2023-09-26 15:56:00,Store_D,Pickled Cucumbers,Brand_A,1,2.29,2.29,Mobile Payment
TXN_389,CUST_274,2023-09-22 12:24:00,Store_B,Cucumber,Brand_B,2,1.28,2.56,Mobile Payment
TXN_390,CUST_93,2023-09-27 20:07:00,Store_D,Pickled Cucumbers,Brand_B,2,1.9,3.8,Mobile Payment
TXN_391,CUST_186,2023-09-10 08:33:00,Store_A,Pickled Cucumbers,Brand_C,1,2.27,2.27,Credit Card
TXN_392,CUST_289,2023-09-11 13:14:00,Store_D,Cucumber,Brand_A,5,1.01,5.05,Cash
TXN_393,CUST_67,2023-09-03 09:52:00,Store_D,Pickled Cucumbers,Brand_A,3,2.21,6.63,Cash
TXN_394,CUST_152,2023-09-08 18:00:00,Store_A,Cucumber,Brand_B,2,1.38,2.76,Credit Card
TXN_395,CUST_104,2023-09-22 13:39:00,Store_D,Pickled Cucumbers,Brand_A,5,2.43,12.15,Cash
TXN_396,CUST_148,2023-09-24 09:26:00,Store_C,Cucumber,Brand_C,5,0.98,4.9,Cash
TXN_397,CUST_117,2023-09-26 20:21:00,Store_A,Cucumber,Brand_B,2,1.14,2.28,Cash
TXN_398,CUST_130,2023-09-05 20:06:00,Store_C,Cucumber,Brand_A,5,1.21,6.05,Cash
TXN_399,CUST_183,2023-09-26 10:51:00,Store_B,Cucumber,Brand_B,2,1.27,2.54,Credit Card
TXN_400,CUST_207,2023-09-14 17:01:00,Store_C,Cucumber,Brand_B,1,1.18,1.18,Mobile Payment
TXN_401,CUST_89,2023-09-22 18:04:00,Store_A,Pickled Cucumbers,Brand_A,3,2.52,7.5600000000000005,Cash
TXN_402,CUST_55,2023-09-21 19:32:00,Store_C,Pickled Cucumbers,Brand_C,2,1.91,3.82,Credit Card
TXN_403,CUST_207,2023-09-03 11:30:00,Store_D,Pickled Cucumbers,Brand_A,5,2.46,12.3,Cash
TXN_404,CUST_92,2023-09-02 09:28:00,Store_B,Pickled Cucumbers,Brand_B,5,1.85,9.25,Mobile Payment
TXN_405,CUST_250,2023-09-20 20:48:00,Store_A,Pickled Cucumbers,Brand_A,5,2.1,10.5,Cash
TXN_406,CUST_84,2023-09-01 17:16:00,Store_A,Cucumber,Brand_B,4,0.98,3.92,Credit Card
TXN_407,CUST_5,2023-09-08 20:15:00,Store_B,Cucumber,Brand_A,3,1.04,3.12,Cash
TXN_408,CUST_251,2023-09-20 20:33:00,Store_A,Cucumber,Brand_A,4,1.31,5.24,Cash
TXN_409,CUST_271,2023-09-21 14:21:00,Store_B,Pickled Cucumbers,Brand_C,1,2.2,2.2,Credit Card
TXN_410,CUST_176,2023-09-08 17:12:00,Store_A,Pickled Cucumbers,Brand_A,4,2.12,8.48,Cash
TXN_411,CUST_77,2023-09-26 11:21:00,Store_B,Pickled Cucumbers,Brand_A,4,2.35,9.4,Credit Card
TXN_412,CUST_37,2023-09-27 18:29:00,Store_B,Pickled Cucumbers,Brand_C,5,1.86,9.3,Cash
TXN_413,CUST_278,2023-09-23 12:00:00,Store_D,Cucumber,Brand_C,5,0.98,4.9,Mobile Payment
TXN_414,CUST_115,2023-09-17 13:13:00,Store_D,Pickled Cucumbers,Brand_A,2,2.46,4.92,Credit Card
TXN_415,CUST_151,2023-09-11 14:42:00,Store_C,Cucumber,Brand_B,2,0.94,1.88,Mobile Payment
TXN_416,CUST_84,2023-09-13 10:33:00,Store_A,Pickled Cucumbers,Brand_A,3,2.19,6.57,Cash
TXN_417,CUST_239,2023-09-23 14:14:00,Store_B,Pickled Cucumbers,Brand_A,4,2.67,10.68,Cash
TXN_418,CUST_68,2023-09-24 19:57:00,Store_B,Cucumber,Brand_A,1,1.21,1.21,Cash
TXN_419,CUST_2,2023-09-10 08:00:00,Store_B,Cucumber,Brand_B,1,1.09,1.09,Credit Card
TXN_420,CUST_60,2023-09-13 09:02:00,Store_D,Cucumber,Brand_B,2,1.15,2.3,Credit Card
TXN_421,CUST_216,2023-09-08 08:48:00,Store_C,Cucumber,Brand_B,4,0.92,3.68,Cash
TXN_422,CUST_32,2023-09-02 11:08:00,Store_B,Pickled Cucumbers,Brand_B,5,1.95,9.75,Mobile Payment
TXN_423,CUST_56,2023-09-17 11:56:00,Store_C,Cucumber,Brand_A,1,1.24,1.24,Cash
TXN_424,CUST_15,2023-09-04 15:36:00,Store_C,Pickled Cucumbers,Brand_A,1,2.29,2.29,Credit Card
TXN_425,CUST_68,2023-09-20 08:08:00,Store_D,Cucumber,Brand_A,2,1.13,2.26,Cash
TXN_426,CUST_98,2023-09-24 15:24:00,Store_C,Pickled Cucumbers,Brand_A,3,2.56,7.68,Credit Card
TXN_427,CUST_186,2023-09-03 09:52:00,Store_D,Pickled Cucumbers,Brand_A,3,2.3,6.8999999999999995,Mobile Payment
TXN_428,CUST_123,2023-09-30 17:12:00,Store_C,Pickled Cucumbers,Brand_B,4,1.98,7.92,Credit Card
TXN_429,CUST_199,2023-09-25 08:32:00,Store_C,Pickled Cucumbers,Brand_A,3,2.51,7.529999999999999,Cash
TXN_430,CUST_59,2023-09-28 20:23:00,Store_A,Cucumber,Brand_A,4,1.32,5.28,Credit Card
TXN_431,CUST_255,2023-09-07 11:25:00,Store_B,Cucumber,Brand_A,2,1.1,2.2,Credit Card
TXN_432,CUST_119,2023-09-08 20:48:00,Store_A,Cucumber,Brand_B,4,0.91,3.64,Cash
TXN_433,CUST_177,2023-09-07 17:29:00,Store_B,Pickled Cucumbers,Brand_B,2,2.23,4.46,Cash
TXN_434,CUST_194,2023-09-12 11:20:00,Store_A,Pickled Cucumbers,Brand_A,5,2.39,11.950000000000001,Credit Card
TXN_435,CUST_285,2023-09-07 09:41:00,Store_B,Cucumber,Brand_A,5,1.26,6.3,Cash
TXN_436,CUST_267,2023-09-12 13:44:00,Store_B,Pickled Cucumbers,Brand_B,3,2.35,7.050000000000001,Credit Card
TXN_437,CUST_138,2023-09-29 14:52:00,Store_B,Pickled Cucumbers,Brand_A,2,2.69,5.38,Mobile Payment
TXN_438,CUST_218,2023-09-16 10:46:00,Store_A,Cucumber,Brand_B,2,0.98,1.96,Mobile Payment
TXN_439,CUST_57,2023-09-23 09:15:00,Store_C,Pickled Cucumbers,Brand_B,2,2.28,4.56,Cash
TXN_440,CUST_217,2023-09-14 08:33:00,Store_A,Pickled Cucumbers,Brand_A,2,2.63,5.26,Cash
TXN_441,CUST_201,2023-09-04 20:57:00,Store_B,Cucumber,Brand_A,3,1.12,3.3600000000000003,Cash
TXN_442,CUST_237,2023-09-15 16:08:00,Store_A,Cucumber,Brand_C,5,0.88,4.4,Cash
TXN_443,CUST_23,2023-09-06 12:28:00,Store_A,Cucumber,Brand_A,1,1.36,1.36,Mobile Payment
TXN_444,CUST_43,2023-09-06 10:16:00,Store_A,Cucumber,Brand_A,2,1.05,2.1,Mobile Payment
TXN_445,CUST_60,2023-09-21 13:38:00,Store_C,Cucumber,Brand_B,5,1.36,6.800000000000001,Credit Card
TXN_446,CUST_27,2023-09-25 20:07:00,Store_A,Cucumber,Brand_C,4,1.01,4.04,Mobile Payment
TXN_447,CUST_198,2023-09-15 14:01:00,Store_D,Pickled Cucumbers,Brand_C,4,1.98,7.92,Credit Card
TXN_448,CUST_134,2023-09-12 20:47:00,Store_C,Pickled Cucumbers,Brand_B,4,2.1,8.4,Cash
TXN_449,CUST_152,2023-09-21 16:59:00,Store_D,Cucumber,Brand_A,1,1.5,1.5,Credit Card
TXN_450,CUST_276,2023-09-13 18:17:00,Store_C,Pickled Cucumbers,Brand_A,5,2.14,10.700000000000001,Credit Card
TXN_451,CUST_248,2023-09-02 14:57:00,Store_A,Cucumber,Brand_B,4,1.24,4.96,Mobile Payment
TXN_452,CUST_273,2023-09-07 16:13:00,Store_D,Cucumber,Brand_A,4,1.19,4.76,Mobile Payment
TXN_453,CUST_124,2023-09-04 09:50:00,Store_D,Cucumber,Brand_A,5,1.28,6.4,Cash
TXN_454,CUST_74,2023-09-01 10:20:00,Store_C,Cucumber,Brand_C,1,0.87,0.87,Mobile Payment
